,Unnamed: 0,BRAND,CATEGORY,A ending?,"Plosive ending? (p,b,t,d,k,g)","Sonorant ending? (m,n,ng,l,r)","Fricative ending? (f,v,th,s,z,sh,ch,dge)","1st letter fricative? (f,v,th,s,z,sh,ch,j)","Total # of sonorants (m,n,l,r,w,y)","Total # of vowels (a, e, i, o, u)","1st letter plosive? (p,b,t,d,k,g)","Total # of plosives  (p,b,t,d,k,g)","VowelEnding? (a, e, i, o, u,y)",# of letters,"# of fricatives (f,v,th,s,z,sh,ch,j)","1st letter vowel? (a, e, i, o, u)","1st letter sonorant? (m,n,l,r,w,y)",Front Vowels,Back Vowels
52,191,roxy,A141 Sportswear & Athleticwear,0,0,0,0,0,2,1,0,0,1,4,0,0,1,1,1
1807,25449,roys,G323 Casual Dining Restaurants,0,0,0,1,0,2,1,0,0,0,4,1,0,1,0,1
803,17007,rtve,"B641 TV Networks, Stations & Production Cos",0,0,0,0,0,1,1,0,1,1,4,1,0,1,1,0
1766,25108,rubios,G323 Casual Dining Restaurants,0,0,0,1,0,1,3,0,1,0,6,1,0,1,1,2
2455,34405,ruger,V365 Sporting Goods Stores,0,0,1,0,0,2,2,0,1,0,5,0,0,1,1,1
1545,23996,ruggles,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,1,0,2,2,0,2,0,7,1,0,1,1,1
2146,26956,rumpl,H142 Bedding & Linens,0,0,1,0,0,3,1,0,1,0,5,0,0,1,0,1
1897,25980,ruroc,"G451 Snow Skis, Boards, Blades & Accessories",0,0,0,0,0,2,2,0,0,0,5,0,0,1,0,2
902,20008,rushking,"B651 Advertising, Marketing & Printing Svcs",0,1,1,0,0,2,2,0,2,0,8,1,0,1,1,1
2300,27474,rutherford,H625 Security & Fire Safety Systems,0,1,0,0,0,3,3,0,2,0,10,2,0,1,1,2
1198,22618,rxbar,D543 Nutritional Supplements,0,0,1,0,0,2,1,0,1,0,5,0,0,1,0,0
53,194,ryderwear,A141 Sportswear & Athleticwear,0,0,1,0,0,5,3,0,1,0,9,0,0,1,2,0
245,1211,ryka,A321 Sneakers,1,0,0,0,0,2,1,0,1,1,4,0,0,1,0,0
2182,27068,ryobi,H310 Household Batteries,0,0,0,0,0,2,2,0,1,1,5,0,0,1,1,1
2071,26739,saatva,H122 Mattresses & Box Springs,1,0,0,0,1,0,3,0,1,1,6,2,0,0,0,0
2183,27069,saft,H310 Household Batteries,0,1,0,0,1,0,1,0,1,0,4,2,0,0,0,0
1029,21615,saic,B913 Employment Agencies,0,0,0,0,1,0,2,0,0,0,4,1,0,0,1,0
1808,25458,salata,G323 Casual Dining Restaurants,1,0,0,0,1,1,3,0,1,1,6,1,0,0,0,0
354,2095,salesloft,B111 Credit Cards,0,1,0,0,1,2,3,0,1,0,9,3,0,0,1,1
2301,27488,salto,H625 Security & Fire Safety Systems,0,0,0,0,1,1,2,0,1,1,5,1,0,0,0,1
2204,27155,salvo,H413 Dishwashing Detergents,0,0,0,0,1,1,2,0,0,1,5,2,0,0,0,1
294,1448,samara,A411 Handbags,1,0,0,0,1,2,3,0,0,1,6,1,0,0,0,0
1565,24049,sambazon,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,1,0,1,2,3,0,1,0,8,2,0,0,0,1
2170,27035,samsung,H213 Laundry Equipment,0,1,1,0,1,2,2,0,1,0,7,2,0,0,0,1
1451,23728,san,D543 Nutritional Supplements,0,0,1,0,1,1,1,0,0,0,3,1,0,0,0,0
1369,23391,sanavita,D543 Nutritional Supplements,1,0,0,0,1,1,4,0,1,1,8,2,0,0,1,0
1452,23729,sanavitta,D543 Nutritional Supplements,1,0,0,0,1,1,4,0,2,1,9,2,0,0,1,0
1587,24124,sandies,F343 Cookies & Crackers,0,0,0,1,1,1,3,0,1,0,7,2,0,0,1,0
133,608,sandro,A141 Sportswear & Athleticwear,0,0,0,0,1,2,2,0,1,1,6,1,0,0,0,1
2013,26594,sango,"H111 Dinnerware, Glassware & Pottery",0,0,0,0,1,1,2,0,1,1,5,1,0,0,0,1
355,2100,santander,B111 Credit Cards,0,0,1,0,1,3,3,0,2,0,9,1,0,0,1,0
1683,24568,sapporo,F611 Regular Beer & Ale,0,0,0,0,1,1,3,0,2,1,7,1,0,0,0,2
1087,21991,saranghae,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,1,2,4,0,1,1,9,1,0,0,1,0
998,20818,sato,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,0,0,1,0,2,0,1,1,4,1,0,0,0,1
1172,22524,satohap,D511 Pain Remedies,0,1,0,0,1,0,3,0,2,0,7,1,0,0,0,1
54,196,saucony,A141 Sportswear & Athleticwear,0,0,0,0,1,2,3,0,0,1,7,1,0,0,1,2
1715,24721,schells,F611 Regular Beer & Ale,0,0,0,1,1,2,1,0,0,0,7,3,0,0,1,0
1159,22464,schick,D439 Mens Shaving Equipment & Supplies General Promotion,0,1,0,0,1,0,1,0,1,0,6,2,0,0,1,0
1684,24569,schlafly,F611 Regular Beer & Ale,0,0,0,0,1,3,1,0,0,1,8,3,0,0,1,0
2346,27631,schlage,H625 Security & Fire Safety Systems,0,0,0,0,1,1,2,0,1,1,7,2,0,0,1,0
1030,21620,schneider,B913 Employment Agencies,0,0,1,0,1,2,3,0,1,0,9,2,0,0,2,0
1546,23997,schoeps,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,1,1,0,2,0,1,0,7,3,0,0,1,1
2347,27632,scholarchip,H625 Security & Fire Safety Systems,0,1,0,0,1,2,3,0,1,0,11,3,0,0,1,1
428,3313,scholarshare,B122 Investment Products & Services (Excluding Retirement),0,0,0,0,1,3,4,0,0,1,12,3,0,0,1,1
1370,23397,scitec,D543 Nutritional Supplements,0,0,0,0,1,0,2,0,1,0,6,1,0,0,2,0
356,2102,scotiabank,B111 Credit Cards,0,1,0,0,1,1,4,0,3,0,10,1,0,0,1,1
55,198,scott,A141 Sportswear & Athleticwear,0,1,0,0,1,0,1,0,2,0,5,1,0,0,0,1
958,20691,screenflex,B721 Office Furniture & Accessories,0,0,0,0,1,3,3,0,0,0,10,2,0,0,2,0
903,20045,screenvision,"B651 Advertising, Marketing & Printing Svcs",0,0,1,0,1,3,5,0,0,0,12,3,0,0,3,1
999,20820,scripability,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,0,0,1,3,4,0,3,1,12,1,0,0,4,0
501,4726,scripbox,B122 Investment Products & Services (Excluding Retirement),0,0,0,0,1,1,2,0,2,0,8,1,0,0,1,1
1636,24351,scripture,F519 Candy & Mints General Promotion,0,0,0,0,1,2,3,0,2,1,9,1,0,0,2,1
2302,27493,sdc,H625 Security & Fire Safety Systems,0,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0
1547,23998,sdsu,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,0,1,0,1,0,1,1,4,2,0,0,0,1
2414,27965,seabourn,T412 Cruise Ship Travel,0,0,1,0,1,2,4,0,1,0,8,1,0,0,1,1
1869,25887,seaguar,G411 Fishing Tackle & Equipment,0,0,1,0,1,1,4,0,1,0,7,1,0,0,1,1
2415,27968,seajet,T412 Cruise Ship Travel,0,1,0,0,1,0,3,0,1,0,6,2,0,0,2,0
1738,24921,sealife,G141 Cameras (Excl Video),0,0,0,0,1,1,4,0,0,1,7,2,0,0,3,0
2072,26746,sealy,H122 Mattresses & Box Springs,0,0,0,0,1,2,2,0,0,1,5,1,0,0,2,0
2416,27969,searcher,T412 Cruise Ship Travel,0,0,1,0,1,2,3,0,0,0,8,2,0,0,2,0
1932,26053,sears,G499 Sporting Goods General Promotion,0,0,0,1,1,1,2,0,0,0,5,2,0,0,1,0
1088,21994,sebamed,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,1,0,0,1,1,3,0,2,0,7,1,0,0,2,0
959,20692,secretlab,B721 Office Furniture & Accessories,0,1,0,0,1,2,3,0,2,0,9,1,0,0,2,0
2303,27495,sectra,H625 Security & Fire Safety Systems,1,0,0,0,1,1,2,0,1,1,6,1,0,0,1,0
2304,27496,secugen,H625 Security & Fire Safety Systems,0,0,1,0,1,1,3,0,1,0,7,1,0,0,2,1
502,4730,seedinvest,B122 Investment Products & Services (Excluding Retirement),0,1,0,0,1,1,4,0,2,0,10,3,0,0,3,0
134,609,sefamerve,A141 Sportswear & Athleticwear,0,0,0,0,1,2,4,0,0,1,9,3,0,0,3,0
1933,26055,seirus,G499 Sporting Goods General Promotion,0,0,0,1,1,1,3,0,0,0,6,2,0,0,1,1
904,20066,sendblue,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,1,2,3,0,2,1,8,1,0,0,2,1
295,1449,senreve,A411 Handbags,0,0,0,0,1,2,3,0,0,1,7,2,0,0,3,0
2147,26959,sensacalm,H142 Bedding & Linens,0,0,1,0,1,3,3,0,0,0,9,2,0,0,1,0
1144,22392,sensodyne,D211 Toothpaste & Whiteners,0,0,0,0,1,3,3,0,1,1,9,2,0,0,2,1
2305,27501,sensormatic,H625 Security & Fire Safety Systems,0,0,0,0,1,3,4,0,1,0,11,2,0,0,2,1
2306,27502,senstar,H625 Security & Fire Safety Systems,0,0,1,0,1,2,2,0,1,0,7,2,0,0,1,0
1110,22158,sensu,"D181 Women's Scents, Fragrances, Perfumes",0,0,0,0,1,1,2,0,0,1,5,2,0,0,1,1
334,1579,serengeti,A430 Sunglasses,0,0,0,0,1,2,4,0,2,1,9,1,0,0,4,0
410,3040,serenityshares,B122 Investment Products & Services (Excluding Retirement),0,0,0,1,1,4,5,0,1,0,14,3,0,0,4,0
1371,23400,serovital,D543 Nutritional Supplements,0,0,1,0,1,2,4,0,1,0,9,2,0,0,2,1
1372,23403,serretia,D543 Nutritional Supplements,1,0,0,0,1,2,4,0,1,1,8,1,0,0,3,0
2073,26748,serta,H122 Mattresses & Box Springs,1,0,0,0,1,1,2,0,1,1,5,1,0,0,1,0
637,9026,serverpronto,B225 Internet Service Providers (ISP),0,0,0,0,1,4,4,0,2,1,12,2,0,0,2,2
1000,20821,seton,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,1,0,1,1,2,0,1,0,5,1,0,0,1,1
1373,23404,setria,D543 Nutritional Supplements,1,0,0,0,1,1,3,0,1,1,6,1,0,0,2,0
1128,22291,sexy,"D189 Fragrances, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,1,1,1,0,0,1,4,1,0,0,2,0
2148,26960,sferra,H142 Bedding & Linens,1,0,0,0,1,2,2,0,0,1,6,2,0,0,1,0
638,9029,sfr,B225 Internet Service Providers (ISP),0,0,1,0,1,1,0,0,0,0,3,2,0,0,0,0
335,1580,shadetree,A430 Sunglasses,0,0,0,0,1,1,4,0,2,1,9,1,0,0,2,0
1870,25889,shakespeare,G411 Fishing Tackle & Equipment,0,0,0,0,1,1,5,0,2,1,11,2,0,0,3,0
905,20076,shareasale,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,1,2,5,0,0,1,10,2,0,0,2,0
439,3467,sharebid,B122 Investment Products & Services (Excluding Retirement),0,1,0,0,1,1,3,0,2,0,8,1,0,0,2,0
503,4735,sharespost,B122 Investment Products & Services (Excluding Retirement),0,1,0,0,1,1,3,0,2,0,10,3,0,0,1,1
479,4257,sharestates,B122 Investment Products & Services (Excluding Retirement),0,0,0,1,1,1,4,0,2,0,11,3,0,0,2,0
1809,25464,sharis,G323 Casual Dining Restaurants,0,0,0,1,1,1,2,0,0,0,6,2,0,0,1,0
639,9030,shawneelink,B225 Internet Service Providers (ISP),0,1,0,0,1,4,4,0,1,0,11,1,0,0,2,0
1651,24394,shearers,"F539 Chips, Nuts, Popcorn & Pretzels General Promotion",0,0,0,1,1,2,3,0,0,0,8,2,0,0,2,0
1616,24279,sheetz,F411 Coffee,0,0,0,1,1,0,2,0,1,0,6,2,0,0,1,0
2149,26964,sheex,H142 Bedding & Linens,0,0,0,0,1,0,2,0,0,0,5,1,0,0,1,0
640,9031,shentel,B225 Internet Service Providers (ISP),0,0,1,0,1,2,2,0,1,0,7,1,0,0,2,0
56,203,shimano,A141 Sportswear & Athleticwear,0,0,0,0,1,2,3,0,0,1,7,1,0,0,1,1
1960,26423,shimmeez,G541 Stuffed Toys,0,0,0,1,1,2,3,0,0,0,8,2,0,0,2,0
1685,24572,shiner,F611 Regular Beer & Ale,0,0,1,0,1,2,2,0,0,0,6,1,0,0,2,0
978,20748,shinola,"B722 Stationery,Greeting Cards&Misc Paper Gds",1,0,0,0,1,2,3,0,0,1,7,1,0,0,1,1
1089,21996,shiseido,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,1,0,4,0,1,1,8,2,0,0,2,1
1961,26424,shnooks,G541 Stuffed Toys,0,0,0,1,1,1,2,0,1,0,7,2,0,0,0,1
1810,25467,shoneys,G323 Casual Dining Restaurants,0,0,0,1,1,2,2,0,0,0,7,2,0,0,1,1
1031,21642,shootster,B913 Employment Agencies,0,0,1,0,1,1,3,0,2,0,9,2,0,0,1,1
1032,21643,showbiz,B913 Employment Agencies,0,0,0,1,1,1,2,0,1,0,7,2,0,0,1,1
2307,27506,sigalarm,H625 Security & Fire Safety Systems,0,0,1,0,1,3,3,0,1,0,8,1,0,0,1,0
906,20109,silkworm,"B651 Advertising, Marketing & Printing Svcs",0,0,1,0,1,4,2,0,1,0,8,1,0,0,1,1
2417,27970,silversea,T412 Cruise Ship Travel,1,0,0,0,1,2,4,0,0,1,9,3,0,0,3,0
1935,26058,simmons,G499 Sporting Goods General Promotion,0,0,0,1,1,3,2,0,0,0,7,2,0,0,1,1
1199,22621,simplemd,D543 Nutritional Supplements,0,1,0,0,1,3,2,0,2,0,8,1,0,0,2,0
2358,27678,simplexgrinnell,H625 Security & Fire Safety Systems,0,0,1,0,1,7,4,0,2,0,15,1,0,0,4,0
2308,27509,simplisafe,H625 Security & Fire Safety Systems,0,0,0,0,1,2,4,0,1,1,10,3,0,0,3,0
534,6205,simplyloans,B124 Loan/Credit Products & Services (Consumer),0,0,0,1,1,5,3,0,1,0,11,2,0,0,1,1
57,206,simpson,A141 Sportswear & Athleticwear,0,0,1,0,1,2,2,0,1,0,7,2,0,0,1,1
907,20118,simulmedia,"B651 Advertising, Marketing & Printing Svcs",1,0,0,0,1,3,5,0,1,1,10,1,0,0,3,1
771,16312,singlehop,"B541 Web Design, Domain & Hosting Services",0,1,0,0,1,2,3,0,2,0,9,1,0,0,2,1
772,16315,sitesell,"B541 Web Design, Domain & Hosting Services",0,0,1,0,1,2,3,0,1,0,8,2,0,0,3,0
908,20127,sizmek,"B651 Advertising, Marketing & Printing Svcs",0,1,0,0,1,1,2,0,1,0,6,2,0,0,2,0
1753,25022,sizzler,G323 Casual Dining Restaurants,0,0,1,0,1,2,2,0,0,0,7,3,0,0,2,0
201,881,skechers,A311 Womens Shoes & Boots,0,0,0,1,1,1,2,0,1,0,8,3,0,0,2,0
248,1251,skicks,A321 Sneakers,0,0,0,1,1,0,1,0,2,0,6,2,0,0,1,0
1090,22000,skinceuticals,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,1,1,2,5,0,2,0,13,2,0,0,3,1
1091,22002,skinfix,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,1,1,2,0,1,0,7,2,0,0,2,0
1508,23888,skinner,F259 Pasta & Pasta Dishes General Promotion,0,0,1,0,1,3,2,0,1,0,7,1,0,0,2,0
1872,25898,skinzit,G411 Fishing Tackle & Equipment,0,1,0,0,1,1,2,0,2,0,7,2,0,0,2,0
1517,23925,skippy,F280 Peanut Butter & Sandwich Spreads,0,0,0,0,1,1,1,0,3,1,6,1,0,0,2,0
1637,24352,skittles,F519 Candy & Mints General Promotion,0,0,0,1,1,1,2,0,3,0,8,2,0,0,2,0
641,9032,skydio,B225 Internet Service Providers (ISP),0,0,0,0,1,1,2,0,2,1,6,1,0,0,1,1
642,9033,skyroam,B225 Internet Service Providers (ISP),0,0,1,0,1,3,2,0,1,0,7,1,0,0,0,1
2074,26763,sleepfresh,H122 Mattresses & Box Springs,0,0,0,1,1,2,3,0,1,0,10,3,0,0,2,0
2151,26974,sleepgram,H142 Bedding & Linens,0,0,1,0,1,3,3,0,2,0,9,1,0,0,1,0
2075,26764,sleepovation,H122 Mattresses & Box Springs,0,0,1,0,1,2,6,0,2,0,12,2,0,0,2,2
1899,25985,slick,"G451 Snow Skis, Boards, Blades & Accessories",0,1,0,0,1,1,1,0,1,0,5,1,0,0,1,0
1948,26367,slingo,G511 Elec & Video Games & Sftwr (Excl PC&Net),0,0,0,0,1,2,2,0,1,1,6,1,0,0,1,1
643,9034,slingshot,B225 Internet Service Providers (ISP),0,1,0,0,1,2,2,0,2,0,9,2,0,0,1,1
2309,27511,slomins,H625 Security & Fire Safety Systems,0,0,0,1,1,3,2,0,0,0,7,2,0,0,1,1
960,20694,smartdesks,B721 Office Furniture & Accessories,0,0,0,1,1,2,2,0,3,0,10,3,0,0,1,0
2426,29464,smartfares,T421 Travel Services,0,0,0,1,1,3,3,0,1,0,10,3,0,0,1,0
2427,29465,smartours,T421 Travel Services,0,0,0,1,1,3,3,0,1,0,9,2,0,0,0,1
2310,27516,smartthings,H625 Security & Fire Safety Systems,0,0,0,1,1,3,2,0,3,0,11,3,0,0,1,0
961,20695,smead,B721 Office Furniture & Accessories,0,1,0,0,1,1,2,0,1,0,5,1,0,0,1,0
1699,24659,smirnoff,F611 Regular Beer & Ale,0,0,0,1,1,3,2,0,0,0,8,3,0,0,1,1
1900,25986,smith,"G451 Snow Skis, Boards, Blades & Accessories",0,0,0,1,1,1,1,0,1,0,5,2,0,0,1,0
1518,23926,smuckers,F280 Peanut Butter & Sandwich Spreads,0,0,0,1,1,2,2,0,1,0,8,2,0,0,1,1
1499,23871,smudes,F122 Cooking Oils,0,0,0,1,1,1,2,0,1,0,6,2,0,0,1,1
587,8583,snapcap,B124 Loan/Credit Products & Services (Consumer),0,1,0,0,1,1,2,0,2,0,7,1,0,0,0,0
1652,24397,snatts,"F539 Chips, Nuts, Popcorn & Pretzels General Promotion",0,0,0,1,1,1,1,0,2,0,6,2,0,0,0,0
1638,24353,snickers,F519 Candy & Mints General Promotion,0,0,0,1,1,2,2,0,1,0,8,2,0,0,2,0
2076,26765,snuz,H122 Mattresses & Box Springs,0,0,0,1,1,1,1,0,0,0,4,2,0,0,0,1
909,20155,socialseo,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,1,1,5,0,0,1,9,2,0,0,2,2
910,20157,sociomantic,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,1,2,5,0,1,0,11,1,0,0,2,2
202,885,socofy,A311 Womens Shoes & Boots,0,0,0,0,1,1,2,0,0,1,6,2,0,0,1,2
203,886,soda,A311 Womens Shoes & Boots,1,0,0,0,1,0,2,0,1,1,4,1,0,0,0,1
564,7676,sofi,B124 Loan/Credit Products & Services (Consumer),0,0,0,0,1,0,2,0,0,1,4,2,0,0,1,1
1686,24576,sol,F611 Regular Beer & Ale,0,0,1,0,1,1,1,0,0,0,3,1,0,0,0,1
1548,24000,sola,"F313 Ice Cream, Frozen Novelties & Sherbet",1,0,0,0,1,1,2,0,0,1,4,1,0,0,0,1
1374,23422,somabiotix,D543 Nutritional Supplements,0,0,0,0,1,1,5,0,2,0,10,1,0,0,2,2
1001,20823,sony,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,0,0,1,2,1,0,0,1,4,1,0,0,1,1
1519,23928,soom,F280 Peanut Butter & Sandwich Spreads,0,0,1,0,1,1,2,0,0,0,4,1,0,0,0,1
2194,27116,sophistiplate,H339 Household Paper Products: Comb & NEC,0,0,0,0,1,1,5,0,4,1,13,2,0,0,3,1
204,887,sorel,A311 Womens Shoes & Boots,0,0,1,0,1,2,2,0,0,0,5,1,0,0,1,1
2211,27178,sos,H432 Multipurpose Cleaners (Cleansers),0,0,0,1,1,0,1,0,0,0,3,2,0,0,0,1
1811,25474,souplantation,G323 Casual Dining Restaurants,0,0,1,0,1,3,6,0,3,0,13,1,0,0,1,2
1375,23423,soylent,D543 Nutritional Supplements,0,1,0,0,1,3,2,0,1,0,7,1,0,0,1,1
2440,31617,spa,V131 Beauty Shops,1,0,0,0,1,0,1,0,1,1,3,1,0,0,0,0
1901,25990,spalding,"G451 Snow Skis, Boards, Blades & Accessories",0,1,1,0,1,2,2,0,3,0,8,1,0,0,1,0
1500,23872,spanish,F122 Cooking Oils,0,0,0,1,1,1,2,0,1,0,7,2,0,0,1,0
1701,24679,sparks,F611 Regular Beer & Ale,0,0,0,1,1,1,1,0,2,0,6,2,0,0,0,0
296,1453,spartina,A411 Handbags,1,0,0,0,1,2,3,0,2,1,8,1,0,0,1,0
1722,24817,speakeasy,F611 Regular Beer & Ale,0,0,0,0,1,1,4,0,2,1,9,2,0,0,3,0
1092,22004,spectro,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,1,1,2,0,2,1,7,1,0,0,1,1
58,209,speedo,A141 Sportswear & Athleticwear,0,0,0,0,1,0,3,0,2,1,6,1,0,0,1,1
361,2256,speedway,B111 Credit Cards,0,0,0,0,1,2,3,0,2,1,8,1,0,0,2,0
249,1253,sperry,A321 Sneakers,0,0,0,0,1,3,1,0,1,1,6,1,0,0,2,0
59,212,spidi,A141 Sportswear & Athleticwear,0,0,0,0,1,0,2,0,2,1,5,1,0,0,2,0
2152,26982,splashpad,H142 Bedding & Linens,0,1,0,0,1,1,2,0,3,0,9,2,0,0,0,0
1464,23777,splenda,F113 Artificial Sweeteners,1,0,0,0,1,2,2,0,2,1,7,1,0,0,1,0
1376,23430,spoonfulone,D543 Nutritional Supplements,0,0,0,0,1,3,5,0,1,1,11,2,0,0,1,3
1377,23431,sportlegs,D543 Nutritional Supplements,0,0,0,1,1,2,2,0,3,0,9,2,0,0,1,1
205,890,sporto,A311 Womens Shoes & Boots,0,0,0,0,1,1,2,0,2,1,6,1,0,0,0,2
1902,25991,sportube,"G451 Snow Skis, Boards, Blades & Accessories",0,0,0,0,1,1,3,0,3,1,8,1,0,0,1,2
565,7691,spotloan,B124 Loan/Credit Products & Services (Consumer),0,0,1,0,1,2,3,0,2,0,8,1,0,0,0,2
1123,22253,springfield,"D183 Men's Scents, Fragrances, Aftershaves",0,1,0,0,1,3,3,0,3,0,11,2,0,0,2,0
2153,26983,springs,H142 Bedding & Linens,0,0,0,1,1,2,1,0,2,0,7,2,0,0,1,0
911,20199,sprinklr,"B651 Advertising, Marketing & Printing Svcs",0,0,1,0,1,4,1,0,2,0,8,1,0,0,1,0
2428,29487,sprinterbus,T421 Travel Services,0,0,0,1,1,3,3,0,3,0,11,2,0,0,2,1
1962,26425,squeezamals,G541 Stuffed Toys,0,0,0,1,1,2,5,0,0,0,11,3,0,0,1,1
1378,23432,squeezed,D543 Nutritional Supplements,0,1,0,0,1,0,4,0,1,0,8,2,0,0,2,1
1963,26426,squishamals,G541 Stuffed Toys,0,0,0,1,1,2,4,0,0,0,11,3,0,0,1,1
912,20203,srax,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,1,1,1,0,0,0,4,1,0,0,0,0
504,4749,stackin,B122 Investment Products & Services (Excluding Retirement),0,0,1,0,1,1,2,0,2,0,7,1,0,0,1,0
135,620,stantt,A141 Sportswear & Athleticwear,0,1,0,0,1,1,1,0,3,0,6,1,0,0,0,0
2014,26598,stanza,"H111 Dinnerware, Glassware & Pottery",1,0,0,0,1,1,2,0,1,1,6,2,0,0,0,0
1617,24280,starbucks,F411 Coffee,0,0,0,1,1,1,2,0,3,0,9,2,0,0,0,1
1566,24051,starburst,"F313 Ice Cream, Frozen Novelties & Sherbet",0,1,0,0,1,2,2,0,3,0,9,2,0,0,0,1
644,9048,starmedia,B225 Internet Service Providers (ISP),1,0,0,0,1,2,4,0,2,1,9,1,0,0,2,0
1142,22387,starrwhite,D211 Toothpaste & Whiteners,0,0,0,0,1,3,3,0,2,1,10,1,0,0,2,0
645,9049,starry,B225 Internet Service Providers (ISP),0,0,0,0,1,3,1,0,1,1,6,1,0,0,1,0
470,4088,stash,B122 Investment Products & Services (Excluding Retirement),0,0,0,1,1,0,1,0,1,0,5,2,0,0,0,0
1601,24184,stauffers,F343 Cookies & Crackers,0,0,0,1,1,1,3,0,1,0,9,4,0,0,1,1
1379,23433,staunch,D543 Nutritional Supplements,0,0,0,1,1,1,2,0,1,0,7,2,0,0,0,1
2447,32247,stecksstore,V364 Hobby & Craft Stores,0,0,0,0,1,1,3,0,3,1,11,3,0,0,2,1
962,20702,steelcase,B721 Office Furniture & Accessories,0,0,0,0,1,1,4,0,1,1,9,2,0,0,2,0
2171,27039,steele,H213 Laundry Equipment,0,0,0,0,1,1,3,0,1,1,6,1,0,0,2,0
1453,23745,steelfit,D543 Nutritional Supplements,0,1,0,0,1,1,3,0,2,0,8,2,0,0,2,0
1687,24583,steinlager,F611 Regular Beer & Ale,0,0,1,0,1,3,4,0,2,0,10,1,0,0,2,0
2015,26600,steuben,"H111 Dinnerware, Glassware & Pottery",0,0,1,0,1,1,3,0,2,0,7,1,0,0,2,1
913,20228,stickermule,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,1,3,4,0,2,1,11,1,0,0,3,1
2349,27634,stinis,H625 Security & Fire Safety Systems,0,0,0,1,1,1,2,0,1,0,6,2,0,0,2,0
60,214,stio,A141 Sportswear & Athleticwear,0,0,0,0,1,0,2,0,1,1,4,1,0,0,1,1
1754,25024,stk,G323 Casual Dining Restaurants,0,1,0,0,1,0,0,0,2,0,3,1,0,0,0,0
2311,27522,stonelock,H625 Security & Fire Safety Systems,0,1,0,0,1,2,3,0,2,0,9,1,0,0,1,2
1716,24724,stoneys,F611 Regular Beer & Ale,0,0,0,1,1,2,2,0,1,0,7,2,0,0,1,1
2387,27790,stoughton,"T139 Vehicles, Sales & Leasing: Comb Copy&NEC",0,0,1,0,1,1,3,0,3,0,9,1,0,0,0,2
411,3083,streetshares,B122 Investment Products & Services (Excluding Retirement),0,0,0,1,1,2,4,0,2,0,12,3,0,0,2,0
480,4263,streitwise,B122 Investment Products & Services (Excluding Retirement),0,0,0,0,1,2,4,0,2,1,10,2,0,0,3,0
2016,26602,stuart,"H111 Dinnerware, Glassware & Pottery",0,1,0,0,1,1,2,0,2,0,6,1,0,0,0,1
1812,25477,stuckeys,G323 Casual Dining Restaurants,0,0,0,1,1,1,2,0,2,0,8,2,0,0,1,1
646,9050,suddenlink,B225 Internet Service Providers (ISP),0,1,0,0,1,3,3,0,3,0,10,1,0,0,2,1
61,215,sugoi,A141 Sportswear & Athleticwear,0,0,0,0,1,0,3,0,1,1,5,1,0,0,1,2
2172,27040,suitmate,H213 Laundry Equipment,0,0,0,0,1,1,4,0,2,1,8,1,0,0,2,1
1093,22007,sulwhasoo,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,1,2,4,0,0,1,9,2,0,0,0,2
588,8623,sunbelt,B124 Loan/Credit Products & Services (Consumer),0,1,0,0,1,2,2,0,2,0,7,1,0,0,1,1
1520,23929,sunbutter,F280 Peanut Butter & Sandwich Spreads,0,0,1,0,1,2,3,0,3,0,9,1,0,0,1,2
1454,23746,sunergetic,D543 Nutritional Supplements,0,0,0,0,1,2,4,0,2,0,10,1,0,0,3,1
1380,23446,sunfood,D543 Nutritional Supplements,0,1,0,0,1,1,3,0,1,0,7,2,0,0,0,2
1873,25910,sunline,G411 Fishing Tackle & Equipment,0,0,0,0,1,3,3,0,0,1,7,1,0,0,2,1
357,2130,sunoco,B111 Credit Cards,0,0,0,0,1,1,3,0,0,1,6,1,0,0,0,3
