,BRAND,CATEGORY,A ending?,"Plosive ending? (p,b,t,d,k,g)","Sonorant ending? (m,n,ng,l,r)","Fricative ending? (f,v,th,s,z,sh,ch,dge)","1st letter fricative? (f,v,th,s,z,sh,ch,j)","Total # of sonorants (m,n,l,r,w,y)","Total # of vowels (a, e, i, o, u)","1st letter plosive? (p,b,t,d,k,g)","Total # of plosives  (p,b,t,d,k,g)","VowelEnding? (a, e, i, o, u,y)",# of letters,"# of fricatives (f,v,th,s,z,sh,ch,j)","1st letter vowel? (a, e, i, o, u)","1st letter sonorant? (m,n,l,r,w,y)",Front Vowels,Back Vowels
23745,steelfit,D543 Nutritional Supplements,0,1,0,0,1,1,3,0,2,0,8,2,0,0,2,0
23746,sunergetic,D543 Nutritional Supplements,0,0,0,0,1,2,4,0,2,0,10,1,0,0,3,1
23752,teaza,D543 Nutritional Supplements,1,0,0,0,0,0,3,1,1,1,5,1,0,0,1,0
23756,turmeric,D543 Nutritional Supplements,0,0,0,0,0,3,3,1,1,0,8,0,0,0,2,1
23759,vega,D543 Nutritional Supplements,1,0,0,0,1,0,2,0,1,1,4,1,0,0,1,0
23765,vitastack,D543 Nutritional Supplements,0,1,0,0,1,0,3,0,3,0,9,2,0,0,1,0
23770,ecostick,F113 Artificial Sweeteners,0,1,0,0,0,0,3,0,2,0,8,1,1,0,2,1
23773,javamelts,F113 Artificial Sweeteners,0,0,0,1,1,2,3,0,1,0,9,3,0,0,1,0
23774,lakanto,F113 Artificial Sweeteners,0,0,0,0,0,2,3,0,2,1,7,0,0,1,0,1
23775,maltrin,F113 Artificial Sweeteners,0,0,1,0,0,4,2,0,1,0,7,0,0,1,1,0
23776,pyure,F113 Artificial Sweeteners,0,0,0,0,0,2,2,1,1,1,5,0,0,0,1,1
23777,splenda,F113 Artificial Sweeteners,1,0,0,0,1,2,2,0,2,1,7,1,0,0,1,0
23783,sweetleaf,F113 Artificial Sweeteners,0,0,0,1,1,2,4,0,1,0,9,2,0,0,2,0
23791,swerve,F113 Artificial Sweeteners,0,0,0,0,1,2,2,0,0,1,6,2,0,0,2,0
23792,truvia,F113 Artificial Sweeteners,1,0,0,0,0,1,3,1,1,1,6,1,0,0,1,1
23798,vivion,F113 Artificial Sweeteners,0,0,1,0,1,1,3,0,0,0,6,2,0,0,2,1
23801,wholesome,F113 Artificial Sweeteners,0,0,0,0,0,3,4,0,0,1,9,1,0,1,2,2
23803,xylitol,F113 Artificial Sweeteners,0,0,1,0,0,3,2,0,1,0,7,0,0,0,1,1
23804,xylosweet,F113 Artificial Sweeteners,0,1,0,0,0,3,3,0,1,0,9,1,0,0,1,1
23805,zerose,F113 Artificial Sweeteners,0,0,0,0,1,1,3,0,0,1,6,2,0,0,2,1
23806,zing,F113 Artificial Sweeteners,0,1,1,0,1,1,1,0,1,0,4,1,0,0,1,0
23808,alessi,F122 Cooking Oils,0,0,0,0,0,1,3,0,0,1,6,2,1,0,2,0
23809,arette,F122 Cooking Oils,0,0,0,0,0,1,3,0,2,1,6,0,1,0,2,0
23810,ariston,F122 Cooking Oils,0,0,1,0,0,2,3,0,1,0,7,1,1,0,1,1
23811,barleans,F122 Cooking Oils,0,0,0,1,0,3,3,1,1,0,8,1,0,0,1,0
23812,bellucci,F122 Cooking Oils,0,0,0,0,0,2,3,1,1,1,8,0,0,0,2,1
23815,bertolli,F122 Cooking Oils,0,0,0,0,0,3,3,1,2,1,8,0,0,0,2,1
23816,bono,F122 Cooking Oils,0,0,0,0,0,1,2,1,1,1,4,0,0,0,0,2
23818,bunge,F122 Cooking Oils,0,0,0,0,0,1,2,1,2,1,5,0,0,0,1,1
23824,canoil,F122 Cooking Oils,0,0,1,0,0,2,3,0,0,0,6,0,0,0,1,1
23826,catania,F122 Cooking Oils,1,0,0,0,0,1,4,0,1,1,7,0,0,0,1,0
23831,colavita,F122 Cooking Oils,1,0,0,0,0,1,4,0,1,1,8,1,0,0,1,1
23836,corto,F122 Cooking Oils,0,0,0,0,0,1,2,0,1,1,5,0,0,0,0,2
23838,enzo,F122 Cooking Oils,0,0,0,0,0,1,2,0,0,1,4,1,1,0,1,1
23839,extravagonzo,F122 Cooking Oils,0,0,0,0,0,2,5,0,2,1,12,2,1,0,1,2
23841,fiore,F122 Cooking Oils,0,0,0,0,1,1,3,0,0,1,5,1,0,0,2,1
23843,frymax,F122 Cooking Oils,0,0,0,0,1,3,1,0,0,0,6,1,0,0,0,0
23846,goya,F122 Cooking Oils,1,0,0,0,0,1,2,1,1,1,4,0,0,0,0,1
23849,kiklos,F122 Cooking Oils,0,0,0,1,0,1,2,1,2,0,6,1,0,0,1,1
23852,marconi,F122 Cooking Oils,0,0,0,0,0,3,3,0,0,1,7,0,0,1,1,1
23853,mazola,F122 Cooking Oils,1,0,0,0,0,2,3,0,0,1,6,1,0,1,0,1
23857,mclaughlin,F122 Cooking Oils,0,0,1,0,0,4,3,0,1,0,10,0,0,1,1,1
23858,mezzetta,F122 Cooking Oils,1,0,0,0,0,1,3,0,2,1,8,2,0,1,2,0
23860,nutrioli,F122 Cooking Oils,0,0,0,0,0,3,4,0,1,1,8,0,0,1,2,2
23866,olivelle,F122 Cooking Oils,0,0,0,0,0,3,4,0,0,1,8,1,1,0,3,1
23868,qualisoy,F122 Cooking Oils,0,0,0,0,0,2,4,0,0,1,8,1,0,0,2,2
23871,smudes,F122 Cooking Oils,0,0,0,1,1,1,2,0,1,0,6,2,0,0,1,1
23872,spanish,F122 Cooking Oils,0,0,0,1,1,1,2,0,1,0,7,2,0,0,1,0
23876,sunvella,F122 Cooking Oils,1,0,0,0,1,3,3,0,0,1,8,2,0,0,1,1
23879,tunisian,F122 Cooking Oils,0,0,1,0,0,2,4,1,1,0,8,1,0,0,2,1
23880,whirl,F122 Cooking Oils,0,0,1,0,0,3,1,0,0,0,5,0,0,1,1,0
23881,zoye,F122 Cooking Oils,0,0,0,0,1,1,2,0,0,1,4,1,0,0,1,1
23882,cheerios,F229 Cereals General Promotion,0,0,0,1,1,1,4,0,0,0,8,2,0,0,2,1
23886,kelloggs,F229 Cereals General Promotion,0,0,0,1,0,2,2,1,3,0,8,1,0,0,1,1
23887,barilla,F259 Pasta & Pasta Dishes General Promotion,1,0,0,0,0,3,3,1,1,1,7,0,0,0,1,0
23888,skinner,F259 Pasta & Pasta Dishes General Promotion,0,0,1,0,1,3,2,0,1,0,7,1,0,0,2,0
23891,adams,F280 Peanut Butter & Sandwich Spreads,0,0,0,1,0,1,2,0,1,0,5,1,1,0,0,0
23895,bettern,F280 Peanut Butter & Sandwich Spreads,0,0,1,0,0,2,2,1,3,0,7,0,0,0,2,0
23896,farmtrue,F280 Peanut Butter & Sandwich Spreads,0,0,0,0,1,3,3,0,1,1,8,1,0,0,1,1
23898,jif,F280 Peanut Butter & Sandwich Spreads,0,0,0,1,1,0,1,0,0,0,3,2,0,0,1,0
23907,justins,F280 Peanut Butter & Sandwich Spreads,0,0,0,1,1,1,2,0,1,0,7,3,0,0,1,1
23910,maranatha,F280 Peanut Butter & Sandwich Spreads,1,0,0,0,0,3,4,0,1,1,9,1,0,1,0,0
23914,nutella,F280 Peanut Butter & Sandwich Spreads,1,0,0,0,0,3,3,0,1,1,7,0,0,1,1,1
23922,pbfit,F280 Peanut Butter & Sandwich Spreads,0,1,0,0,0,0,1,1,3,0,5,1,0,0,1,0
23925,skippy,F280 Peanut Butter & Sandwich Spreads,0,0,0,0,1,1,1,0,3,1,6,1,0,0,2,0
23926,smuckers,F280 Peanut Butter & Sandwich Spreads,0,0,0,1,1,2,2,0,1,0,8,2,0,0,1,1
23928,soom,F280 Peanut Butter & Sandwich Spreads,0,0,1,0,1,1,2,0,0,0,4,1,0,0,0,1
23929,sunbutter,F280 Peanut Butter & Sandwich Spreads,0,0,1,0,1,2,3,0,3,0,9,1,0,0,1,2
23932,belfonte,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,0,0,2,3,1,2,1,8,1,0,0,2,1
23944,breyers,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,1,0,3,2,1,1,0,7,1,0,0,2,0
23951,coolhaus,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,1,0,1,4,0,0,0,8,1,0,0,0,2
23954,deans,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,1,0,1,2,1,1,0,5,1,0,0,1,0
23956,dove,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,0,0,0,2,1,1,1,4,1,0,0,1,1
23957,edys,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,1,0,1,1,0,1,0,4,1,1,0,1,0
23960,enlightened,"F313 Ice Cream, Frozen Novelties & Sherbet",0,1,0,0,0,3,4,0,3,0,11,0,1,0,4,0
23963,friendlys,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,1,1,4,2,0,1,0,9,2,0,0,1,0
23964,froozer,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,1,0,1,2,3,0,0,0,7,2,0,0,1,1
23966,graeters,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,1,0,2,3,1,2,0,8,1,0,0,2,0
23974,holanda,"F313 Ice Cream, Frozen Novelties & Sherbet",1,0,0,0,0,2,3,0,1,1,7,0,0,0,0,1
23976,hudsonville,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,0,0,3,4,0,1,1,11,2,0,0,2,2
23980,jenis,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,1,1,1,2,0,0,0,5,2,0,0,2,0
23981,julies,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,1,1,1,3,0,0,0,6,2,0,0,1,1
23982,kemps,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,1,0,1,1,1,2,0,5,1,0,0,1,0
23984,klondike,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,0,0,2,3,1,3,1,8,0,0,0,2,1
23985,lactaid,"F313 Ice Cream, Frozen Novelties & Sherbet",0,1,0,0,0,1,3,0,2,0,7,0,0,1,1,0
23986,laneveria,"F313 Ice Cream, Frozen Novelties & Sherbet",1,0,0,0,0,3,5,0,0,1,9,1,0,1,3,0
23987,magnum,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,1,0,0,3,2,0,1,0,6,0,0,1,0,1
23988,mayfield,"F313 Ice Cream, Frozen Novelties & Sherbet",0,1,0,0,0,3,3,0,1,0,8,1,0,1,1,0
23991,montage,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,0,0,2,3,0,2,1,7,0,0,1,1,1
23993,nadamoo,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,0,0,2,4,0,1,1,7,0,0,1,0,1
23994,premia,"F313 Ice Cream, Frozen Novelties & Sherbet",1,0,0,0,0,2,3,1,1,1,6,0,0,0,2,0
23995,reeses,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,1,0,1,3,0,0,0,6,2,0,1,2,0
23996,ruggles,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,1,0,2,2,0,2,0,7,1,0,1,1,1
23997,schoeps,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,1,1,0,2,0,1,0,7,3,0,0,1,1
23998,sdsu,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,0,1,0,1,0,1,1,4,2,0,0,0,1
24000,sola,"F313 Ice Cream, Frozen Novelties & Sherbet",1,0,0,0,1,1,2,0,0,1,4,1,0,0,0,1
24003,talenti,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,0,0,2,3,1,2,1,7,0,0,0,2,0
24004,tandem,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,1,0,0,2,2,1,2,0,6,0,0,0,1,0
24005,tillamook,"F313 Ice Cream, Frozen Novelties & Sherbet",0,1,0,0,0,3,4,1,2,0,9,0,0,0,1,1
24006,tropilicious,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,1,0,2,6,1,2,0,12,1,0,0,3,2
24009,unilever,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,1,0,0,3,4,0,0,0,8,1,1,0,3,1
24012,yasso,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,0,0,1,2,0,0,1,5,2,0,1,0,1
24013,abbotts,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,1,0,0,2,0,4,0,7,1,1,0,0,1
24024,carvel,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,1,0,0,2,2,0,0,0,6,1,0,0,1,0
24025,creamies,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,1,0,2,4,0,0,0,8,1,0,0,2,0
24030,fritz,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,1,1,1,1,0,1,0,5,2,0,0,1,0
24032,fruitfull,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,1,0,1,3,3,0,1,0,9,2,0,0,1,2
24034,jonnypops,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,1,1,3,2,0,2,0,9,2,0,0,0,2
24038,lindys,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,1,0,3,1,0,1,0,6,1,0,1,1,0
24042,outshine,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,0,0,1,4,0,1,1,8,1,1,0,2,1
24044,popsicle,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,0,0,1,3,1,2,1,8,1,0,0,2,1
24047,ritas,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,1,0,1,2,0,1,0,5,1,0,1,1,0
24049,sambazon,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,1,0,1,2,3,0,1,0,8,2,0,0,0,1
24051,starburst,"F313 Ice Cream, Frozen Novelties & Sherbet",0,1,0,0,1,2,2,0,3,0,9,2,0,0,0,1
24056,venice,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,0,1,1,3,0,0,1,6,1,0,0,3,0
24057,dole,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,0,0,1,2,1,1,1,4,0,0,0,1,1
24063,barritas,F343 Cookies & Crackers,0,0,0,1,0,2,3,1,2,0,8,1,0,0,1,0
24064,biscoff,F343 Cookies & Crackers,0,0,0,1,0,0,2,1,1,0,7,3,0,0,1,1
24070,chokis,F343 Cookies & Crackers,0,0,0,1,1,0,2,0,1,0,6,2,0,0,1,1
24074,davids,F343 Cookies & Crackers,0,0,0,1,0,0,2,1,2,0,6,2,0,0,1,0
24076,donsuemor,F343 Cookies & Crackers,0,0,1,0,0,3,4,1,1,0,9,1,0,0,1,3
24079,emperador,F343 Cookies & Crackers,0,0,1,0,0,3,4,0,2,0,9,0,1,0,2,1
24080,entenmanns,F343 Cookies & Crackers,0,0,0,1,0,5,3,0,1,0,10,1,1,0,2,0
24084,gamesa,F343 Cookies & Crackers,1,0,0,0,0,1,3,1,1,1,6,1,0,0,1,0
24090,grandmas,F343 Cookies & Crackers,0,0,0,1,0,3,2,1,2,0,8,1,0,0,0,0
24095,keebler,F343 Cookies & Crackers,0,0,1,0,0,2,3,1,2,0,7,0,0,0,2,0
24099,kisses,F343 Cookies & Crackers,0,0,0,1,0,0,2,1,1,0,6,3,0,0,2,0
24100,loacker,F343 Cookies & Crackers,0,0,1,0,0,2,3,0,1,0,7,0,0,1,1,1
24102,marinela,F343 Cookies & Crackers,1,0,0,0,0,4,4,0,0,1,8,0,0,1,2,0
24109,milano,F343 Cookies & Crackers,0,0,0,0,0,3,3,0,0,1,6,0,0,1,1,1
24110,milka,F343 Cookies & Crackers,1,0,0,0,0,2,2,0,1,1,5,0,0,1,1,0
24113,nabisco,F343 Cookies & Crackers,0,0,0,0,0,1,3,0,1,1,7,1,0,1,1,1
24117,oreo,F343 Cookies & Crackers,0,0,0,0,0,1,3,0,0,1,4,0,1,0,1,2
24123,reeses,F343 Cookies & Crackers,0,0,0,1,0,1,3,0,0,0,6,2,0,1,2,0
24124,sandies,F343 Cookies & Crackers,0,0,0,1,1,1,3,0,1,0,7,2,0,0,1,0
24132,voortman,F343 Cookies & Crackers,0,0,1,0,1,3,3,0,1,0,8,1,0,0,0,1
24137,annies,F343 Cookies & Crackers,0,0,0,1,0,2,3,0,0,0,6,1,1,0,1,0
24138,carrs,F343 Cookies & Crackers,0,0,0,1,0,2,1,0,0,0,5,1,0,0,0,0
24145,crackets,F343 Cookies & Crackers,0,0,0,1,0,1,2,0,2,0,8,1,0,0,1,0
24146,crix,F343 Cookies & Crackers,0,0,0,0,0,1,1,0,0,0,4,0,0,0,1,0
24148,crunchmaster,F343 Cookies & Crackers,0,0,1,0,0,4,3,0,1,0,12,2,0,0,1,1
24152,dux,F343 Cookies & Crackers,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,1
24157,goldfish,F343 Cookies & Crackers,0,0,0,1,0,1,2,1,2,0,8,2,0,0,1,1
24167,kraft,F343 Cookies & Crackers,0,1,0,0,0,1,1,1,2,0,5,1,0,0,0,0
24169,lance,F343 Cookies & Crackers,0,0,0,0,0,2,2,0,0,1,5,0,0,1,1,0
24170,mariner,F343 Cookies & Crackers,0,0,1,0,0,4,3,0,0,0,7,0,0,1,2,0
24173,partners,F343 Cookies & Crackers,0,0,0,1,0,3,2,1,2,0,8,1,0,0,1,0
24175,ritz,F343 Cookies & Crackers,0,0,0,1,0,1,1,0,1,0,4,1,0,1,1,0
24184,stauffers,F343 Cookies & Crackers,0,0,0,1,1,1,3,0,1,0,9,4,0,0,1,1
24191,triscuit,F343 Cookies & Crackers,0,1,0,0,0,1,3,1,2,0,8,1,0,0,2,1
24195,vea,F343 Cookies & Crackers,1,0,0,0,1,0,2,0,0,1,3,1,0,0,1,0
24197,wasa,F343 Cookies & Crackers,1,0,0,0,0,1,2,0,0,1,4,1,0,1,0,0
24198,arden,F343 Cookies & Crackers,0,0,1,0,0,2,2,0,1,0,5,0,1,0,1,0
24200,belvita,F343 Cookies & Crackers,1,0,0,0,0,1,3,1,2,1,7,1,0,0,2,0
24213,keurig,F411 Coffee,0,1,0,0,0,1,3,1,2,0,6,0,0,0,2,1
24216,boyer,F411 Coffee,0,0,1,0,0,2,2,1,1,0,5,0,0,0,1,1
24242,folgers,F411 Coffee,0,0,0,1,1,2,2,0,1,0,7,2,0,0,1,1
24250,gavina,F411 Coffee,1,0,0,0,0,1,3,1,1,1,6,1,0,0,1,0
24254,jameson,F411 Coffee,0,0,1,0,1,2,3,0,0,0,7,2,0,0,1,1
24260,marley,F411 Coffee,0,0,0,0,0,4,2,0,0,1,6,0,0,1,2,0
24265,mccafe,F411 Coffee,0,0,0,0,0,1,2,0,0,1,6,1,0,1,1,0
24267,mcdonalds,F411 Coffee,0,0,0,1,0,3,2,0,2,0,9,1,0,1,0,1
24274,papanicholas,F411 Coffee,0,0,0,1,0,2,5,1,2,0,12,2,0,0,1,1
24279,sheetz,F411 Coffee,0,0,0,1,1,0,2,0,1,0,6,2,0,0,1,0
24280,starbucks,F411 Coffee,0,0,0,1,1,1,2,0,3,0,9,2,0,0,0,1
24290,yaucono,F411 Coffee,0,0,0,0,0,2,4,0,0,1,7,0,0,1,0,3
24291,buendia,F411 Coffee,1,0,0,0,0,1,4,1,2,1,7,0,0,0,2,1
24296,nespresso,F411 Coffee,0,0,0,0,0,2,3,0,1,1,9,3,0,1,2,1
24308,colombe,F411 Coffee,0,0,0,0,0,2,3,0,1,1,7,0,0,0,1,2
24317,nescafe,F411 Coffee,0,0,0,0,0,1,3,0,0,1,7,2,0,1,2,0
24324,abuelita,F413 Cocoa & Milk Additives,1,0,0,0,0,1,5,0,2,1,8,0,1,0,2,1
24325,bensdorp,F413 Cocoa & Milk Additives,0,1,0,0,0,2,2,1,3,0,8,1,0,0,1,1
24327,cogo,F413 Cocoa & Milk Additives,0,0,0,0,0,0,2,0,1,1,4,0,0,0,0,2
24328,coronado,F413 Cocoa & Milk Additives,0,0,0,0,0,2,4,0,1,1,8,0,0,0,0,3
24331,ghirardelli,F413 Cocoa & Milk Additives,0,0,0,0,0,4,4,1,2,1,11,0,0,0,3,0
24334,hersheys,F413 Cocoa & Milk Additives,0,0,0,1,0,2,2,0,0,0,8,2,0,0,2,0
24340,ovaltine,F413 Cocoa & Milk Additives,0,0,0,0,0,2,4,0,1,1,8,1,1,0,2,1
24341,starbucks,F413 Cocoa & Milk Additives,0,0,0,1,1,1,2,0,3,0,9,2,0,0,0,1
24343,butterfinger,F519 Candy & Mints General Promotion,0,0,1,0,0,3,4,1,4,0,12,1,0,0,3,1
24345,dove,F519 Candy & Mints General Promotion,0,0,0,0,0,0,2,1,1,1,4,1,0,0,1,1
24347,hersheys,F519 Candy & Mints General Promotion,0,0,0,1,0,2,2,0,0,0,8,2,0,0,2,0
24348,mars,F519 Candy & Mints General Promotion,0,0,0,1,0,2,1,0,0,0,4,1,0,1,0,0
24349,mentos,F519 Candy & Mints General Promotion,0,0,0,1,0,2,2,0,1,0,6,1,0,1,1,1
24351,scripture,F519 Candy & Mints General Promotion,0,0,0,0,1,2,3,0,2,1,9,1,0,0,2,1
24352,skittles,F519 Candy & Mints General Promotion,0,0,0,1,1,1,2,0,3,0,8,2,0,0,2,0
24353,snickers,F519 Candy & Mints General Promotion,0,0,0,1,1,2,2,0,1,0,8,2,0,0,2,0
24356,babybel,"F539 Chips, Nuts, Popcorn & Pretzels General Promotion",0,0,1,0,0,2,2,1,3,0,7,0,0,0,1,0
24357,barcel,"F539 Chips, Nuts, Popcorn & Pretzels General Promotion",0,0,1,0,0,2,2,1,1,0,6,0,0,0,1,0
24359,brims,"F539 Chips, Nuts, Popcorn & Pretzels General Promotion",0,0,0,1,0,2,1,1,1,0,5,1,0,0,1,0
24367,grippos,"F539 Chips, Nuts, Popcorn & Pretzels General Promotion",0,0,0,1,0,1,2,1,3,0,7,1,0,0,1,1
24374,lesserevil,"F539 Chips, Nuts, Popcorn & Pretzels General Promotion",0,0,1,0,0,3,4,0,0,0,10,3,0,1,4,0
24379,medora,"F539 Chips, Nuts, Popcorn & Pretzels General Promotion",1,0,0,0,0,2,3,0,1,1,6,0,0,1,1,1
24380,nabisco,"F539 Chips, Nuts, Popcorn & Pretzels General Promotion",0,0,0,0,0,1,3,0,1,1,7,1,0,1,1,1
24381,naturebox,"F539 Chips, Nuts, Popcorn & Pretzels General Promotion",0,0,0,0,0,2,4,0,2,0,9,0,0,1,1,2
24385,planters,"F539 Chips, Nuts, Popcorn & Pretzels General Promotion",0,0,0,1,0,3,2,1,2,0,8,1,0,0,1,0
24387,pringles,"F539 Chips, Nuts, Popcorn & Pretzels General Promotion",0,0,0,1,0,3,2,1,2,0,8,1,0,0,2,0
24389,publix,"F539 Chips, Nuts, Popcorn & Pretzels General Promotion",0,0,0,0,0,1,2,1,2,0,6,0,0,0,1,1
24390,richards,"F539 Chips, Nuts, Popcorn & Pretzels General Promotion",0,0,0,1,0,2,2,0,1,0,8,2,0,1,1,0
24394,shearers,"F539 Chips, Nuts, Popcorn & Pretzels General Promotion",0,0,0,1,1,2,3,0,0,0,8,2,0,0,2,0
24397,snatts,"F539 Chips, Nuts, Popcorn & Pretzels General Promotion",0,0,0,1,1,1,1,0,2,0,6,2,0,0,0,0
24400,stauffers,"F539 Chips, Nuts, Popcorn & Pretzels General Promotion",0,0,0,1,1,1,3,0,1,0,9,4,0,0,1,1
24403,tostitos,"F539 Chips, Nuts, Popcorn & Pretzels General Promotion",0,0,0,1,0,0,3,1,3,0,8,2,0,0,1,2
24405,tru,"F539 Chips, Nuts, Popcorn & Pretzels General Promotion",0,0,0,0,0,1,1,1,1,1,3,0,0,0,0,1
24416,altstadt,F611 Regular Beer & Ale,0,1,0,0,0,1,2,0,4,0,8,1,1,0,0,0
24417,amstel,F611 Regular Beer & Ale,0,0,1,0,0,2,2,0,1,0,6,1,1,0,1,0
24426,bells,F611 Regular Beer & Ale,0,0,0,1,0,2,1,1,1,0,5,1,0,0,1,0
24431,bofferding,F611 Regular Beer & Ale,0,1,1,0,0,2,3,1,3,0,10,2,0,0,2,1
24434,boricua,F611 Regular Beer & Ale,1,0,0,0,0,1,4,1,1,1,7,0,0,0,1,2
24437,bridgeport,F611 Regular Beer & Ale,0,1,0,0,0,2,3,1,5,0,10,0,0,0,2,1
24438,brooklyn,F611 Regular Beer & Ale,0,0,1,0,0,4,2,1,2,0,8,0,0,0,0,1
24440,bruz,F611 Regular Beer & Ale,0,0,0,1,0,1,1,1,1,0,4,1,0,0,0,1
24442,budweiser,F611 Regular Beer & Ale,0,0,1,0,0,2,4,1,2,0,9,1,0,0,2,1
24445,bundaberg,F611 Regular Beer & Ale,0,1,0,0,0,2,3,1,4,0,9,0,0,0,1,1
24446,busch,F611 Regular Beer & Ale,0,0,0,1,0,0,1,1,1,0,5,2,0,0,0,1
24447,carlsberg,F611 Regular Beer & Ale,0,1,0,0,0,3,2,0,2,0,9,1,0,0,1,0
24453,chang,F611 Regular Beer & Ale,0,1,1,0,1,1,1,0,1,0,5,1,0,0,0,0
24457,coors,F611 Regular Beer & Ale,0,0,0,1,0,1,2,0,0,0,5,1,0,0,0,1
24458,corona,F611 Regular Beer & Ale,1,0,0,0,0,2,3,0,0,1,6,0,0,0,0,2
24470,dixie,F611 Regular Beer & Ale,0,0,0,0,0,0,3,1,1,1,5,0,0,0,2,0
24500,heineken,F611 Regular Beer & Ale,0,0,1,0,0,2,4,0,1,0,8,0,0,0,3,0
24506,icehouse,F611 Regular Beer & Ale,0,0,0,0,0,0,5,0,0,1,8,1,1,0,3,1
24508,indio,F611 Regular Beer & Ale,0,0,0,0,0,1,3,0,1,1,5,0,1,0,2,1
24513,kraftig,F611 Regular Beer & Ale,0,1,0,0,0,1,2,1,3,0,7,1,0,0,1,0
24515,labatt,F611 Regular Beer & Ale,0,1,0,0,0,1,2,0,3,0,6,0,0,1,0,0
24520,landshark,F611 Regular Beer & Ale,0,1,0,0,0,3,2,0,2,0,9,1,0,1,0,0
24522,leinenkugels,F611 Regular Beer & Ale,0,0,0,1,0,4,5,0,2,0,12,1,0,1,3,1
24527,michelob,F611 Regular Beer & Ale,0,1,0,0,0,2,3,0,1,0,8,1,0,1,2,1
24554,presidente,F611 Regular Beer & Ale,0,0,0,0,0,2,4,1,3,1,10,1,0,0,4,0
24557,rainier,F611 Regular Beer & Ale,0,0,1,0,0,3,4,0,0,0,7,0,0,1,2,0
24561,redds,F611 Regular Beer & Ale,0,0,0,1,0,1,1,0,2,0,5,1,0,1,1,0
24568,sapporo,F611 Regular Beer & Ale,0,0,0,0,1,1,3,0,2,1,7,1,0,0,0,2
24569,schlafly,F611 Regular Beer & Ale,0,0,0,0,1,3,1,0,0,1,8,3,0,0,1,0
24572,shiner,F611 Regular Beer & Ale,0,0,1,0,1,2,2,0,0,0,6,1,0,0,2,0
24576,sol,F611 Regular Beer & Ale,0,0,1,0,1,1,1,0,0,0,3,1,0,0,0,1
24583,steinlager,F611 Regular Beer & Ale,0,0,1,0,1,3,4,0,2,0,10,1,0,0,2,0
24589,sunup,F611 Regular Beer & Ale,0,1,0,0,1,1,2,0,1,0,5,1,0,0,0,2
24592,tecate,F611 Regular Beer & Ale,0,0,0,0,0,0,3,1,2,1,6,0,0,0,2,0
24597,troegs,F611 Regular Beer & Ale,0,0,0,1,0,1,2,1,2,0,6,1,0,0,1,1
24602,victoria,F611 Regular Beer & Ale,1,0,0,0,1,1,4,0,1,1,8,1,0,0,2,1
24604,wachusett,F611 Regular Beer & Ale,0,1,0,0,0,1,3,0,2,0,9,2,0,1,1,1
24607,widmer,F611 Regular Beer & Ale,0,0,1,0,0,3,2,0,1,0,6,0,0,1,2,0
24612,yuengling,F611 Regular Beer & Ale,0,1,1,0,0,4,3,0,2,0,9,0,0,1,2,1
